# File: A_demand_food_base_service_CounsumerGroups.csv
# Title: Food Demand Calibration Values info
# Units: Various
# Description: Info related to gcam-consumer objects
# Source: RYC STW and RPL analysis
# Column types: ccccnnnn
# ----------
region,gcam.consumer,nodeInput,input,year,base.service,subregional.population.share,subregional.income.share
Africa_Eastern,FoodDemand_Group1,FoodDemand,FoodDemand_Staples,1975,1.84921634503381,0.1,0.015695069
Africa_Eastern,FoodDemand_Group2,FoodDemand,FoodDemand_Staples,1975,2.26457702252757,0.1,0.028789137
Africa_Eastern,FoodDemand_Group3,FoodDemand,FoodDemand_Staples,1975,2.8999175539056,0.1,0.036547327
Africa_Eastern,FoodDemand_Group4,FoodDemand,FoodDemand_Staples,1975,3.60237338800992,0.1,0.044250398
Africa_Eastern,FoodDemand_Group5,FoodDemand,FoodDemand_Staples,1975,4.30581662798034,0.1,0.05282066
Africa_Eastern,FoodDemand_Group6,FoodDemand,FoodDemand_Staples,1975,5.03210978708281,0.1,0.064250099
Africa_Eastern,FoodDemand_Group7,FoodDemand,FoodDemand_Staples,1975,5.69968714042771,0.1,0.080492518
Africa_Eastern,FoodDemand_Group8,FoodDemand,FoodDemand_Staples,1975,6.27558956217184,0.1,0.11120714
Africa_Eastern,FoodDemand_Group9,FoodDemand,FoodDemand_Staples,1975,6.47461292043275,0.1,0.157412349
Africa_Eastern,FoodDemand_Group10,FoodDemand,FoodDemand_Staples,1975,6.05632985242765,0.1,0.4085353
Africa_Eastern,FoodDemand_Group1,FoodDemand,FoodDemand_Staples,1990,2.27437420527573,0.1,0.015169652
Africa_Eastern,FoodDemand_Group2,FoodDemand,FoodDemand_Staples,1990,3.00768962204417,0.1,0.023252279
Africa_Eastern,FoodDemand_Group3,FoodDemand,FoodDemand_Staples,1990,4.24056216286571,0.1,0.030372079
Africa_Eastern,FoodDemand_Group4,FoodDemand,FoodDemand_Staples,1990,5.58125450216499,0.1,0.03793374
Africa_Eastern,FoodDemand_Group5,FoodDemand,FoodDemand_Staples,1990,6.83493641508474,0.1,0.046750571
Africa_Eastern,FoodDemand_Group6,FoodDemand,FoodDemand_Staples,1990,7.90279284675463,0.1,0.057694511
Africa_Eastern,FoodDemand_Group7,FoodDemand,FoodDemand_Staples,1990,8.88523782252615,0.1,0.07606277
Africa_Eastern,FoodDemand_Group8,FoodDemand,FoodDemand_Staples,1990,9.53293379821691,0.1,0.116805384
Africa_Eastern,FoodDemand_Group9,FoodDemand,FoodDemand_Staples,1990,9.52142450954709,0.1,0.168563808
Africa_Eastern,FoodDemand_Group10,FoodDemand,FoodDemand_Staples,1990,8.72591621551988,0.1,0.427395206
Africa_Eastern,FoodDemand_Group1,FoodDemand,FoodDemand_Staples,2005,3.67096444635017,0.1,0.015608713
Africa_Eastern,FoodDemand_Group2,FoodDemand,FoodDemand_Staples,2005,5.85717666043271,0.1,0.023608193
Africa_Eastern,FoodDemand_Group3,FoodDemand,FoodDemand_Staples,2005,8.25924032199919,0.1,0.030803827
